date;age60;reported;nowcast_est;nowcast_0.025;nowcast_0.975;reported7;nowcast7_est;nowcast7_0.025;nowcast7_0.975;F_est;F_0.025;F_0.975
2021-08-24;0-60;46;46,0;46;46;272;272,0;272;272;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-24;60+;24;24,0;24;24;122;122,0;122;122;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-24;alle;70;70,0;70;70;394;394,0;394;394;NA;NA;NA
2021-08-23;0-60;64;64,0;64;64;257;257,0;257;257;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-23;60+;23;23,0;23;23;110;110,0;110;110;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-23;alle;87;87,0;87;87;367;367,0;367;367;NA;NA;NA
2021-08-22;0-60;38;38,0;38;38;219;219,0;219;219;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-22;60+;15;15,0;15;15;99;99,0;99;99;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-22;alle;53;53,0;53;53;318;318,0;318;318;NA;NA;NA
2021-08-21;0-60;31;31,0;31;31;203;203,0;203;203;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-21;60+;9;9,0;9;9;101;101,0;101;101;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-21;alle;40;40,0;40;40;304;304,0;304;304;NA;NA;NA
2021-08-20;0-60;43;43,0;43;43;189;189,0;189;189;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-20;60+;17;17,0;17;17;107;107,0;107;107;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-20;alle;60;60,0;60;60;296;296,0;296;296;NA;NA;NA
2021-08-19;0-60;24;24,0;24;24;161;161,0;161;161;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-19;60+;16;16,0;16;16;100;100,0;100;100;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-19;alle;40;40,0;40;40;261;261,0;261;261;NA;NA;NA
2021-08-18;0-60;26;26,0;26;26;152;152,0;152;152;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-18;60+;18;18,0;18;18;93;93,0;93;93;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-18;alle;44;44,0;44;44;245;245,0;245;245;NA;NA;NA
2021-08-17;0-60;31;31,0;31;31;139;139,0;139;139;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-17;60+;12;12,0;12;12;86;86,0;86;86;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-17;alle;43;43,0;43;43;225;225,0;225;225;NA;NA;NA
2021-08-16;0-60;26;26,0;26;26;118;118,0;118;118;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-16;60+;12;12,0;12;12;81;81,0;81;81;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-16;alle;38;38,0;38;38;199;199,0;199;199;NA;NA;NA
2021-08-15;0-60;22;22,0;22;22;100;100,0;100;100;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-15;60+;17;17,0;17;17;84;84,0;84;84;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-15;alle;39;39,0;39;39;184;184,0;184;184;NA;NA;NA
2021-08-14;0-60;17;17,0;17;17;90;90,0;90;90;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-14;60+;15;15,0;15;15;70;70,0;70;70;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-14;alle;32;32,0;32;32;160;160,0;160;160;NA;NA;NA
2021-08-13;0-60;15;15,0;15;15;83;83,0;83;83;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-13;60+;10;10,0;10;10;63;63,0;63;63;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-13;alle;25;25,0;25;25;146;146,0;146;146;NA;NA;NA
2021-08-12;0-60;15;15,0;15;15;71;71,0;71;71;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-12;60+;9;9,0;9;9;67;67,0;67;67;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-12;alle;24;24,0;24;24;138;138,0;138;138;NA;NA;NA
2021-08-11;0-60;13;13,0;13;13;60;60,0;60;60;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-11;60+;11;11,0;11;11;62;62,0;62;62;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-11;alle;24;24,0;24;24;122;122,0;122;122;NA;NA;NA
2021-08-10;0-60;10;10,0;10;10;60;60,0;60;60;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-10;60+;7;7,0;7;7;54;54,0;54;54;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-10;alle;17;17,0;17;17;114;114,0;114;114;NA;NA;NA
2021-08-09;0-60;8;8,0;8;8;62;62,0;62;62;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-09;60+;15;15,0;15;15;57;57,0;57;57;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-09;alle;23;23,0;23;23;119;119,0;119;119;NA;NA;NA
2021-08-08;0-60;12;12,0;12;12;59;59,0;59;59;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-08;60+;3;3,0;3;3;50;50,0;50;50;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-08;alle;15;15,0;15;15;109;109,0;109;109;NA;NA;NA
2021-08-07;0-60;10;10,0;10;10;53;53,0;53;53;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-07;60+;8;8,0;8;8;50;50,0;50;50;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-07;alle;18;18,0;18;18;103;103,0;103;103;NA;NA;NA
2021-08-06;0-60;3;3,0;3;3;50;50,0;50;50;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-06;60+;14;14,0;14;14;49;49,0;49;49;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-06;alle;17;17,0;17;17;99;99,0;99;99;NA;NA;NA
2021-08-05;0-60;4;4,0;4;4;56;56,0;56;56;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-05;60+;4;4,0;4;4;43;43,0;43;43;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-05;alle;8;8,0;8;8;99;99,0;99;99;NA;NA;NA
2021-08-04;0-60;13;13,0;13;13;60;60,0;60;60;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-04;60+;3;3,0;3;3;41;41,0;41;41;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-04;alle;16;16,0;16;16;101;101,0;101;101;NA;NA;NA
2021-08-03;0-60;12;12,0;12;12;55;55,0;55;55;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-03;60+;10;10,0;10;10;45;45,0;45;45;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-03;alle;22;22,0;22;22;100;100,0;100;100;NA;NA;NA
2021-08-02;0-60;5;5,0;5;5;53;53,0;53;53;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-02;60+;8;8,0;8;8;46;46,0;46;46;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-02;alle;13;13,0;13;13;99;99,0;99;99;NA;NA;NA
2021-08-01;0-60;6;6,0;6;6;60;60,0;60;60;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-01;60+;3;3,0;3;3;44;44,0;44;44;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-08-01;alle;9;9,0;9;9;104;104,0;104;104;NA;NA;NA
2021-07-31;0-60;7;7,0;7;7;61;61,0;61;61;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-31;60+;7;7,0;7;7;43;43,0;43;43;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-31;alle;14;14,0;14;14;104;104,0;104;104;NA;NA;NA
2021-07-30;0-60;9;9,0;9;9;59;59,0;59;59;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-30;60+;8;8,0;8;8;39;39,0;39;39;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-30;alle;17;17,0;17;17;98;98,0;98;98;NA;NA;NA
2021-07-29;0-60;8;8,0;8;8;57;57,0;57;57;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-29;60+;2;2,0;2;2;33;33,0;33;33;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-29;alle;10;10,0;10;10;90;90,0;90;90;NA;NA;NA
2021-07-28;0-60;8;8,0;8;8;55;55,0;55;55;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-28;60+;7;7,0;7;7;33;33,0;33;33;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-28;alle;15;15,0;15;15;88;88,0;88;88;NA;NA;NA
2021-07-27;0-60;10;10,0;10;10;53;53,0;53;53;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-27;60+;11;11,0;11;11;32;32,0;32;32;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-27;alle;21;21,0;21;21;85;85,0;85;85;NA;NA;NA
2021-07-26;0-60;12;12,0;12;12;49;49,0;49;49;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-26;60+;6;6,0;6;6;25;25,0;25;25;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-26;alle;18;18,0;18;18;74;74,0;74;74;NA;NA;NA
2021-07-25;0-60;7;7,0;7;7;44;44,0;44;44;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-25;60+;2;2,0;2;2;27;27,0;27;27;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-25;alle;9;9,0;9;9;71;71,0;71;71;NA;NA;NA
2021-07-24;0-60;5;5,0;5;5;43;43,0;43;43;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-24;60+;3;3,0;3;3;25;25,0;25;25;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-24;alle;8;8,0;8;8;68;68,0;68;68;NA;NA;NA
2021-07-23;0-60;7;7,0;7;7;46;46,0;46;46;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-23;60+;2;2,0;2;2;26;26,0;26;26;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-23;alle;9;9,0;9;9;72;72,0;72;72;NA;NA;NA
2021-07-22;0-60;6;6,0;6;6;46;46,0;46;46;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-22;60+;2;2,0;2;2;31;31,0;31;31;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-22;alle;8;8,0;8;8;77;77,0;77;77;NA;NA;NA
2021-07-21;0-60;6;6,0;6;6;41;41,0;41;41;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-21;60+;6;6,0;6;6;32;32,0;32;32;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-21;alle;12;12,0;12;12;73;73,0;73;73;NA;NA;NA
2021-07-20;0-60;6;6,0;6;6;42;42,0;42;42;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-20;60+;4;4,0;4;4;28;28,0;28;28;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-20;alle;10;10,0;10;10;70;70,0;70;70;NA;NA;NA
2021-07-19;0-60;7;7,0;7;7;40;40,0;40;40;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-19;60+;8;8,0;8;8;29;29,0;29;29;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-19;alle;15;15,0;15;15;69;69,0;69;69;NA;NA;NA
2021-07-18;0-60;6;6,0;6;6;40;40,0;40;40;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-18;60+;0;0,0;0;0;22;22,0;22;22;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-18;alle;6;6,0;6;6;62;62,0;62;62;NA;NA;NA
2021-07-17;0-60;8;8,0;8;8;38;38,0;38;38;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-17;60+;4;4,0;4;4;23;23,0;23;23;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-17;alle;12;12,0;12;12;61;61,0;61;61;NA;NA;NA
2021-07-16;0-60;7;7,0;7;7;34;34,0;34;34;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-16;60+;7;7,0;7;7;21;21,0;21;21;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-16;alle;14;14,0;14;14;55;55,0;55;55;NA;NA;NA
2021-07-15;0-60;1;1,0;1;1;31;31,0;31;31;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-15;60+;3;3,0;3;3;19;19,0;19;19;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-15;alle;4;4,0;4;4;50;50,0;50;50;NA;NA;NA
2021-07-14;0-60;7;7,0;7;7;33;33,0;33;33;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-14;60+;2;2,0;2;2;19;19,0;19;19;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-14;alle;9;9,0;9;9;52;52,0;52;52;NA;NA;NA
2021-07-13;0-60;4;4,0;4;4;30;30,0;30;30;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-13;60+;5;5,0;5;5;20;20,0;20;20;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-13;alle;9;9,0;9;9;50;50,0;50;50;NA;NA;NA
2021-07-12;0-60;7;7,0;7;7;34;34,0;34;34;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-12;60+;1;1,0;1;1;25;25,0;25;25;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-12;alle;8;8,0;8;8;59;59,0;59;59;NA;NA;NA
2021-07-11;0-60;4;4,0;4;4;34;34,0;34;34;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-11;60+;1;1,0;1;1;30;30,0;30;30;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-11;alle;5;5,0;5;5;64;64,0;64;64;NA;NA;NA
2021-07-10;0-60;4;4,0;4;4;32;32,0;32;32;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-10;60+;2;2,0;2;2;31;31,0;31;31;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-10;alle;6;6,0;6;6;63;63,0;63;63;NA;NA;NA
2021-07-09;0-60;4;4,0;4;4;31;31,0;31;31;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-09;60+;5;5,0;5;5;32;32,0;32;32;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-09;alle;9;9,0;9;9;63;63,0;63;63;NA;NA;NA
2021-07-08;0-60;3;3,0;3;3;27;27,0;27;27;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-08;60+;3;3,0;3;3;32;32,0;32;32;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-08;alle;6;6,0;6;6;59;59,0;59;59;NA;NA;NA
2021-07-07;0-60;4;4,0;4;4;28;28,0;28;28;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-07;60+;3;3,0;3;3;34;34,0;34;34;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-07;alle;7;7,0;7;7;62;62,0;62;62;NA;NA;NA
2021-07-06;0-60;8;8,0;8;8;31;31,0;31;31;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-06;60+;10;10,0;10;10;36;36,0;36;36;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-06;alle;18;18,0;18;18;67;67,0;67;67;NA;NA;NA
2021-07-05;0-60;7;7,0;7;7;26;26,0;26;26;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-05;60+;6;6,0;6;6;29;29,0;29;29;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-05;alle;13;13,0;13;13;55;55,0;55;55;NA;NA;NA
2021-07-04;0-60;2;2,0;2;2;30;30,0;30;30;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-04;60+;2;2,0;2;2;31;31,0;31;31;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-04;alle;4;4,0;4;4;61;61,0;61;61;NA;NA;NA
2021-07-03;0-60;3;3,0;3;3;28;28,0;28;28;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-03;60+;3;3,0;3;3;31;31,0;31;31;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-03;alle;6;6,0;6;6;59;59,0;59;59;NA;NA;NA
2021-07-02;0-60;0;0,0;0;0;31;31,0;31;31;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-02;60+;5;5,0;5;5;30;30,0;30;30;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-02;alle;5;5,0;5;5;61;61,0;61;61;NA;NA;NA
2021-07-01;0-60;4;4,0;4;4;35;35,0;35;35;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-01;60+;5;5,0;5;5;26;26,0;26;26;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-07-01;alle;9;9,0;9;9;61;61,0;61;61;NA;NA;NA
2021-06-30;0-60;7;7,0;7;7;38;38,0;38;38;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-30;60+;5;5,0;5;5;27;27,0;27;27;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-30;alle;12;12,0;12;12;65;65,0;65;65;NA;NA;NA
2021-06-29;0-60;3;3,0;3;3;34;34,0;34;34;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-29;60+;3;3,0;3;3;26;26,0;26;26;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-29;alle;6;6,0;6;6;60;60,0;60;60;NA;NA;NA
2021-06-28;0-60;11;11,0;11;11;33;33,0;33;33;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-28;60+;8;8,0;8;8;27;27,0;27;27;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-28;alle;19;19,0;19;19;60;60,0;60;60;NA;NA;NA
2021-06-27;0-60;0;0,0;0;0;32;32,0;32;32;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-27;60+;2;2,0;2;2;26;26,0;26;26;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-27;alle;2;2,0;2;2;58;58,0;58;58;NA;NA;NA
2021-06-26;0-60;6;6,0;6;6;38;38,0;38;38;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-26;60+;2;2,0;2;2;26;26,0;26;26;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-26;alle;8;8,0;8;8;64;64,0;64;64;NA;NA;NA
2021-06-25;0-60;4;4,0;4;4;40;40,0;40;40;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-25;60+;1;1,0;1;1;30;30,0;30;30;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-25;alle;5;5,0;5;5;70;70,0;70;70;NA;NA;NA
2021-06-24;0-60;7;7,0;7;7;44;44,0;44;44;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-24;60+;6;6,0;6;6;35;35,0;35;35;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-24;alle;13;13,0;13;13;79;79,0;79;79;NA;NA;NA
2021-06-23;0-60;3;3,0;3;3;44;44,0;44;44;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-23;60+;4;4,0;4;4;32;32,0;32;32;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-23;alle;7;7,0;7;7;76;76,0;76;76;NA;NA;NA
2021-06-22;0-60;2;2,0;2;2;50;50,0;50;50;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-22;60+;4;4,0;4;4;34;34,0;34;34;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-22;alle;6;6,0;6;6;84;84,0;84;84;NA;NA;NA
2021-06-21;0-60;10;10,0;10;10;64;64,0;64;64;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-21;60+;7;7,0;7;7;35;35,0;35;35;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-21;alle;17;17,0;17;17;99;99,0;99;99;NA;NA;NA
2021-06-20;0-60;6;6,0;6;6;66;66,0;66;66;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-20;60+;2;2,0;2;2;42;42,0;42;42;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-20;alle;8;8,0;8;8;108;108,0;108;108;NA;NA;NA
2021-06-19;0-60;8;8,0;8;8;65;65,0;65;65;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-19;60+;6;6,0;6;6;44;44,0;44;44;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-19;alle;14;14,0;14;14;109;109,0;109;109;NA;NA;NA
2021-06-18;0-60;8;8,0;8;8;61;61,0;61;61;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-18;60+;6;6,0;6;6;41;41,0;41;41;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-18;alle;14;14,0;14;14;102;102,0;102;102;NA;NA;NA
2021-06-17;0-60;7;7,0;7;7;63;63,0;63;63;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-17;60+;3;3,0;3;3;44;44,0;44;44;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-17;alle;10;10,0;10;10;107;107,0;107;107;NA;NA;NA
2021-06-16;0-60;9;9,0;9;9;70;70,0;70;70;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-16;60+;6;6,0;6;6;51;51,0;51;51;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-16;alle;15;15,0;15;15;121;121,0;121;121;NA;NA;NA
2021-06-15;0-60;16;16,0;16;16;72;72,0;72;72;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-15;60+;5;5,0;5;5;55;55,0;55;55;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-15;alle;21;21,0;21;21;127;127,0;127;127;NA;NA;NA
2021-06-14;0-60;12;12,0;12;12;69;69,0;69;69;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-14;60+;14;14,0;14;14;59;59,0;59;59;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-14;alle;26;26,0;26;26;128;128,0;128;128;NA;NA;NA
2021-06-13;0-60;5;5,0;5;5;67;67,0;67;67;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-13;60+;4;4,0;4;4;58;58,0;58;58;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-13;alle;9;9,0;9;9;125;125,0;125;125;NA;NA;NA
2021-06-12;0-60;4;4,0;4;4;81;81,0;81;81;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-12;60+;3;3,0;3;3;63;63,0;63;63;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-12;alle;7;7,0;7;7;144;144,0;144;144;NA;NA;NA
2021-06-11;0-60;10;10,0;10;10;87;87,0;87;87;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-11;60+;9;9,0;9;9;72;72,0;72;72;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-11;alle;19;19,0;19;19;159;159,0;159;159;NA;NA;NA
2021-06-10;0-60;14;14,0;14;14;93;93,0;93;93;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-10;60+;10;10,0;10;10;73;73,0;73;73;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-10;alle;24;24,0;24;24;166;166,0;166;166;NA;NA;NA
2021-06-09;0-60;11;11,0;11;11;96;96,0;96;96;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-09;60+;10;10,0;10;10;75;75,0;75;75;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-09;alle;21;21,0;21;21;171;171,0;171;171;NA;NA;NA
2021-06-08;0-60;13;13,0;13;13;105;105,0;105;105;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-08;60+;9;9,0;9;9;76;76,0;76;76;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-08;alle;22;22,0;22;22;181;181,0;181;181;NA;NA;NA
2021-06-07;0-60;10;10,0;10;10;109;109,0;109;109;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-07;60+;13;13,0;13;13;81;81,0;81;81;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-07;alle;23;23,0;23;23;190;190,0;190;190;NA;NA;NA
2021-06-06;0-60;19;19,0;19;19;117;117,0;117;117;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-06;60+;9;9,0;9;9;83;83,0;83;83;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-06;alle;28;28,0;28;28;200;200,0;200;200;NA;NA;NA
2021-06-05;0-60;10;10,0;10;10;118;118,0;118;118;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-05;60+;12;12,0;12;12;85;85,0;85;85;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-05;alle;22;22,0;22;22;203;203,0;203;203;NA;NA;NA
2021-06-04;0-60;16;16,0;16;16;120;120,0;120;120;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-04;60+;10;10,0;10;10;84;84,0;84;84;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-04;alle;26;26,0;26;26;204;204,0;204;204;NA;NA;NA
2021-06-03;0-60;17;17,0;17;17;122;122,0;122;122;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-03;60+;12;12,0;12;12;93;93,0;93;93;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-03;alle;29;29,0;29;29;215;215,0;215;215;NA;NA;NA
2021-06-02;0-60;20;20,0;20;20;127;127,0;127;127;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-02;60+;11;11,0;11;11;107;107,0;107;107;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-02;alle;31;31,0;31;31;234;234,0;234;234;NA;NA;NA
2021-06-01;0-60;17;17,0;17;17;127;127,0;127;127;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-01;60+;14;14,0;14;14;117;117,0;117;117;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-06-01;alle;31;31,0;31;31;244;244,0;244;244;NA;NA;NA
2021-05-31;0-60;18;18,0;18;18;133;133,0;133;133;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-31;60+;15;15,0;15;15;129;129,0;129;129;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-31;alle;33;33,0;33;33;262;262,0;262;262;NA;NA;NA
2021-05-30;0-60;20;20,0;20;20;139;139,0;139;139;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-30;60+;11;11,0;11;11;132;132,0;132;132;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-30;alle;31;31,0;31;31;271;271,0;271;271;NA;NA;NA
2021-05-29;0-60;12;12,0;12;12;136;136,0;136;136;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-29;60+;11;11,0;11;11;146;146,0;146;146;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-29;alle;23;23,0;23;23;282;282,0;282;282;NA;NA;NA
2021-05-28;0-60;18;18,0;18;18;147;147,0;147;147;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-28;60+;19;19,0;19;19;159;159,0;159;159;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-28;alle;37;37,0;37;37;306;306,0;306;306;NA;NA;NA
2021-05-27;0-60;22;22,0;22;22;151;151,0;151;151;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-27;60+;26;26,0;26;26;164;164,0;164;164;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-27;alle;48;48,0;48;48;315;315,0;315;315;NA;NA;NA
2021-05-26;0-60;20;20,0;20;20;162;162,0;162;162;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-26;60+;21;21,0;21;21;172;172,0;172;172;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-26;alle;41;41,0;41;41;334;334,0;334;334;NA;NA;NA
2021-05-25;0-60;23;23,0;23;23;183;183,0;183;183;1,0000000000000000;1,000000000000000;1,0000000000000000
