date;age60;reported;nowcast_est;nowcast_0.025;nowcast_0.975;reported7;nowcast7_est;nowcast7_0.025;nowcast7_0.975;F_est;F_0.025;F_0.975
2021-05-25;60+;26;26,0;26;26;175;175,0;175;175;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-25;alle;49;49,0;49;49;358;358,0;358;358;NA;NA;NA
2021-05-24;0-60;24;24,0;24;24;200;200,0;200;200;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-24;60+;18;18,0;18;18;179;179,0;179;179;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-24;alle;42;42,0;42;42;379;379,0;379;379;NA;NA;NA
2021-05-23;0-60;17;17,0;17;17;212;212,0;212;212;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-23;60+;25;25,0;25;25;219;219,0;219;219;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-23;alle;42;42,0;42;42;431;431,0;431;431;NA;NA;NA
2021-05-22;0-60;23;23,0;23;23;225;225,0;225;225;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-22;60+;24;24,0;24;24;226;226,0;226;226;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-22;alle;47;47,0;47;47;451;451,0;451;451;NA;NA;NA
2021-05-21;0-60;22;22,0;22;22;234;234,0;234;234;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-21;60+;24;24,0;24;24;234;234,0;234;234;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-21;alle;46;46,0;46;46;468;468,0;468;468;NA;NA;NA
2021-05-20;0-60;33;33,0;33;33;249;249,0;249;249;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-20;60+;34;34,0;34;34;257;257,0;257;257;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-20;alle;67;67,0;67;67;506;506,0;506;506;NA;NA;NA
2021-05-19;0-60;41;41,0;41;41;253;253,0;253;253;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-19;60+;24;24,0;24;24;265;265,0;265;265;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-19;alle;65;65,0;65;65;518;518,0;518;518;NA;NA;NA
2021-05-18;0-60;40;40,0;40;40;258;258,0;258;258;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-18;60+;30;30,0;30;30;295;295,0;295;295;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-18;alle;70;70,0;70;70;553;553,0;553;553;NA;NA;NA
2021-05-17;0-60;36;36,0;36;36;263;263,0;263;263;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-17;60+;58;58,0;58;58;319;319,0;319;319;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-17;alle;94;94,0;94;94;582;582,0;582;582;NA;NA;NA
2021-05-16;0-60;30;30,0;30;30;279;279,0;279;279;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-16;60+;32;32,0;32;32;329;329,0;329;329;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-16;alle;62;62,0;62;62;608;608,0;608;608;NA;NA;NA
2021-05-15;0-60;32;32,0;32;32;287;287,0;287;287;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-15;60+;32;32,0;32;32;347;347,0;347;347;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-15;alle;64;64,0;64;64;634;634,0;634;634;NA;NA;NA
2021-05-14;0-60;37;37,0;37;37;287;287,0;287;287;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-14;60+;47;47,0;47;47;362;362,0;362;362;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-14;alle;84;84,0;84;84;649;649,0;649;649;NA;NA;NA
2021-05-13;0-60;37;37,0;37;37;290;290,0;290;290;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-13;60+;42;42,0;42;42;370;370,0;370;370;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-13;alle;79;79,0;79;79;660;660,0;660;660;NA;NA;NA
2021-05-12;0-60;46;46,0;46;46;298;298,0;298;298;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-12;60+;54;54,0;54;54;386;386,0;386;386;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-12;alle;100;100,0;100;100;684;684,0;684;684;NA;NA;NA
2021-05-11;0-60;45;45,0;45;45;300;300,0;300;300;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-11;60+;54;54,0;54;54;409;409,0;409;409;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-11;alle;99;99,0;99;99;709;709,0;709;709;NA;NA;NA
2021-05-10;0-60;52;52,0;52;52;322;322,0;322;322;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-10;60+;68;68,0;68;68;435;435,0;435;435;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-10;alle;120;120,0;120;120;757;757,0;757;757;NA;NA;NA
2021-05-09;0-60;38;38,0;38;38;324;324,0;324;324;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-09;60+;50;50,0;50;50;432;432,0;432;432;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-09;alle;88;88,0;88;88;756;756,0;756;756;NA;NA;NA
2021-05-08;0-60;32;32,0;32;32;338;338,0;338;338;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-08;60+;47;47,0;47;47;441;441,0;441;441;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-08;alle;79;79,0;79;79;779;779,0;779;779;NA;NA;NA
2021-05-07;0-60;40;40,0;40;40;350;350,0;350;350;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-07;60+;55;55,0;55;55;451;451,0;451;451;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-07;alle;95;95,0;95;95;801;801,0;801;801;NA;NA;NA
2021-05-06;0-60;45;45,0;45;45;374;374,0;374;374;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-06;60+;58;58,0;58;58;461;461,0;461;461;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-06;alle;103;103,0;103;103;835;835,0;835;835;NA;NA;NA
2021-05-05;0-60;48;48,0;48;48;399;399,0;399;399;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-05;60+;77;77,0;77;77;490;490,0;490;490;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-05;alle;125;125,0;125;125;889;889,0;889;889;NA;NA;NA
2021-05-04;0-60;67;67,0;67;67;417;417,0;417;417;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-04;60+;80;80,0;80;80;503;503,0;503;503;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-04;alle;147;147,0;147;147;920;920,0;920;920;NA;NA;NA
2021-05-03;0-60;54;54,0;54;54;415;415,0;415;415;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-03;60+;65;65,0;65;65;516;516,0;516;516;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-03;alle;119;119,0;119;119;931;931,0;931;931;NA;NA;NA
2021-05-02;0-60;52;52,0;52;52;446;446,0;446;446;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-02;60+;59;59,0;59;59;535;535,0;535;535;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-02;alle;111;111,0;111;111;981;981,0;981;981;NA;NA;NA
2021-05-01;0-60;44;44,0;44;44;440;440,0;440;440;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-01;60+;57;57,0;57;57;525;525,0;525;525;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-05-01;alle;101;101,0;101;101;965;965,0;965;965;NA;NA;NA
2021-04-30;0-60;64;64,0;64;64;458;458,0;458;458;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-30;60+;65;65,0;65;65;544;544,0;544;544;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-30;alle;129;129,0;129;129;1002;1002,0;1002;1002;NA;NA;NA
2021-04-29;0-60;70;70,0;70;70;458;458,0;458;458;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-29;60+;87;87,0;87;87;559;559,0;559;559;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-29;alle;157;157,0;157;157;1017;1017,0;1017;1017;NA;NA;NA
2021-04-28;0-60;66;66,0;66;66;471;471,0;471;471;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-28;60+;90;90,0;90;90;564;564,0;564;564;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-28;alle;156;156,0;156;156;1035;1035,0;1035;1035;NA;NA;NA
2021-04-27;0-60;65;65,0;65;65;467;467,0;467;467;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-27;60+;93;93,0;93;93;568;568,0;568;568;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-27;alle;158;158,0;158;158;1035;1035,0;1035;1035;NA;NA;NA
2021-04-26;0-60;85;85,0;85;85;481;481,0;481;481;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-26;60+;84;84,0;84;84;574;574,0;574;574;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-26;alle;169;169,0;169;169;1055;1055,0;1055;1055;NA;NA;NA
2021-04-25;0-60;46;46,0;46;46;481;481,0;481;481;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-25;60+;49;49,0;49;49;589;589,0;589;589;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-25;alle;95;95,0;95;95;1070;1070,0;1070;1070;NA;NA;NA
2021-04-24;0-60;62;62,0;62;62;488;488,0;488;488;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-24;60+;76;76,0;76;76;608;608,0;608;608;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-24;alle;138;138,0;138;138;1096;1096,0;1096;1096;NA;NA;NA
2021-04-23;0-60;64;64,0;64;64;482;482,0;482;482;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-23;60+;80;80,0;80;80;602;602,0;602;602;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-23;alle;144;144,0;144;144;1084;1084,0;1084;1084;NA;NA;NA
2021-04-22;0-60;83;83,0;83;83;470;470,0;470;470;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-22;60+;92;92,0;92;92;613;613,0;613;613;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-22;alle;175;175,0;175;175;1083;1083,0;1083;1083;NA;NA;NA
2021-04-21;0-60;62;62,0;62;62;460;460,0;460;460;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-21;60+;94;94,0;94;94;614;614,0;614;614;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-21;alle;156;156,0;156;156;1074;1074,0;1074;1074;NA;NA;NA
2021-04-20;0-60;79;79,0;79;79;464;464,0;464;464;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-20;60+;99;99,0;99;99;600;600,0;600;600;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-20;alle;178;178,0;178;178;1064;1064,0;1064;1064;NA;NA;NA
2021-04-19;0-60;85;85,0;85;85;433;433,0;433;433;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-19;60+;99;99,0;99;99;584;584,0;584;584;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-19;alle;184;184,0;184;184;1017;1017,0;1017;1017;NA;NA;NA
2021-04-18;0-60;53;53,0;53;53;410;410,0;410;410;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-18;60+;68;68,0;68;68;574;574,0;574;574;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-18;alle;121;121,0;121;121;984;984,0;984;984;NA;NA;NA
2021-04-17;0-60;56;56,0;56;56;416;416,0;416;416;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-17;60+;70;70,0;70;70;569;569,0;569;569;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-17;alle;126;126,0;126;126;985;985,0;985;985;NA;NA;NA
2021-04-16;0-60;52;52,0;52;52;418;418,0;418;418;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-16;60+;91;91,0;91;91;587;587,0;587;587;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-16;alle;143;143,0;143;143;1005;1005,0;1005;1005;NA;NA;NA
2021-04-15;0-60;73;73,0;73;73;433;433,0;433;433;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-15;60+;93;93,0;93;93;602;602,0;602;602;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-15;alle;166;166,0;166;166;1035;1035,0;1035;1035;NA;NA;NA
2021-04-14;0-60;66;66,0;66;66;429;429,0;429;429;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-14;60+;80;80,0;80;80;595;595,0;595;595;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-14;alle;146;146,0;146;146;1024;1024,0;1024;1024;NA;NA;NA
2021-04-13;0-60;48;48,0;48;48;423;423,0;423;423;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-13;60+;83;83,0;83;83;612;612,0;612;612;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-13;alle;131;131,0;131;131;1035;1035,0;1035;1035;NA;NA;NA
2021-04-12;0-60;62;62,0;62;62;447;447,0;447;447;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-12;60+;89;89,0;89;89;617;617,0;617;617;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-12;alle;151;151,0;151;151;1064;1064,0;1064;1064;NA;NA;NA
2021-04-11;0-60;59;59,0;59;59;438;438,0;438;438;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-11;60+;63;63,0;63;63;619;619,0;619;619;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-11;alle;122;122,0;122;122;1057;1057,0;1057;1057;NA;NA;NA
2021-04-10;0-60;58;58,0;58;58;420;420,0;420;420;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-10;60+;88;88,0;88;88;607;607,0;607;607;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-10;alle;146;146,0;146;146;1027;1027,0;1027;1027;NA;NA;NA
2021-04-09;0-60;67;67,0;67;67;404;404,0;404;404;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-09;60+;106;106,0;106;106;597;597,0;597;597;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-09;alle;173;173,0;173;173;1001;1001,0;1001;1001;NA;NA;NA
2021-04-08;0-60;69;69,0;69;69;384;384,0;384;384;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-08;60+;86;86,0;86;86;553;553,0;553;553;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-08;alle;155;155,0;155;155;937;937,0;937;937;NA;NA;NA
2021-04-07;0-60;60;60,0;60;60;387;387,0;387;387;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-07;60+;97;97,0;97;97;565;565,0;565;565;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-07;alle;157;157,0;157;157;952;952,0;952;952;NA;NA;NA
2021-04-06;0-60;72;72,0;72;72;377;377,0;377;377;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-06;60+;88;88,0;88;88;567;567,0;567;567;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-06;alle;160;160,0;160;160;944;944,0;944;944;NA;NA;NA
2021-04-05;0-60;53;53,0;53;53;350;350,0;350;350;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-05;60+;91;91,0;91;91;589;589,0;589;589;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-05;alle;144;144,0;144;144;939;939,0;939;939;NA;NA;NA
2021-04-04;0-60;41;41,0;41;41;365;365,0;365;365;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-04;60+;51;51,0;51;51;598;598,0;598;598;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-04;alle;92;92,0;92;92;963;963,0;963;963;NA;NA;NA
2021-04-03;0-60;42;42,0;42;42;355;355,0;355;355;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-03;60+;78;78,0;78;78;590;590,0;590;590;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-03;alle;120;120,0;120;120;945;945,0;945;945;NA;NA;NA
2021-04-02;0-60;47;47,0;47;47;345;345,0;345;345;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-02;60+;62;62,0;62;62;571;571,0;571;571;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-02;alle;109;109,0;109;109;916;916,0;916;916;NA;NA;NA
2021-04-01;0-60;72;72,0;72;72;343;343,0;343;343;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-01;60+;98;98,0;98;98;582;582,0;582;582;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-04-01;alle;170;170,0;170;170;925;925,0;925;925;NA;NA;NA
2021-03-31;0-60;50;50,0;50;50;334;334,0;334;334;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-31;60+;99;99,0;99;99;595;595,0;595;595;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-31;alle;149;149,0;149;149;929;929,0;929;929;NA;NA;NA
2021-03-30;0-60;45;45,0;45;45;350;350,0;350;350;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-30;60+;110;110,0;110;110;598;598,0;598;598;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-30;alle;155;155,0;155;155;948;948,0;948;948;NA;NA;NA
2021-03-29;0-60;68;68,0;68;68;361;361,0;361;361;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-29;60+;100;100,0;100;100;565;565,0;565;565;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-29;alle;168;168,0;168;168;926;926,0;926;926;NA;NA;NA
2021-03-28;0-60;31;31,0;31;31;351;351,0;351;351;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-28;60+;43;43,0;43;43;555;555,0;555;555;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-28;alle;74;74,0;74;74;906;906,0;906;906;NA;NA;NA
2021-03-27;0-60;32;32,0;32;32;360;360,0;360;360;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-27;60+;59;59,0;59;59;570;570,0;570;570;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-27;alle;91;91,0;91;91;930;930,0;930;930;NA;NA;NA
2021-03-26;0-60;45;45,0;45;45;361;361,0;361;361;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-26;60+;73;73,0;73;73;580;580,0;580;580;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-26;alle;118;118,0;118;118;941;941,0;941;941;NA;NA;NA
2021-03-25;0-60;63;63,0;63;63;350;350,0;350;350;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-25;60+;111;111,0;111;111;568;568,0;568;568;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-25;alle;174;174,0;174;174;918;918,0;918;918;NA;NA;NA
2021-03-24;0-60;66;66,0;66;66;347;347,0;347;347;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-24;60+;102;102,0;102;102;539;539,0;539;539;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-24;alle;168;168,0;168;168;886;886,0;886;886;NA;NA;NA
2021-03-23;0-60;56;56,0;56;56;324;324,0;324;324;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-23;60+;77;77,0;77;77;500;500,0;500;500;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-23;alle;133;133,0;133;133;824;824,0;824;824;NA;NA;NA
2021-03-22;0-60;58;58,0;58;58;310;310,0;310;310;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-22;60+;90;90,0;90;90;493;493,0;493;493;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-22;alle;148;148,0;148;148;803;803,0;803;803;NA;NA;NA
2021-03-21;0-60;40;40,0;40;40;295;295,0;295;295;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-21;60+;58;58,0;58;58;502;502,0;502;502;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-21;alle;98;98,0;98;98;797;797,0;797;797;NA;NA;NA
2021-03-20;0-60;33;33,0;33;33;294;294,0;294;294;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-20;60+;69;69,0;69;69;484;484,0;484;484;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-20;alle;102;102,0;102;102;778;778,0;778;778;NA;NA;NA
2021-03-19;0-60;34;34,0;34;34;296;296,0;296;296;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-19;60+;61;61,0;61;61;460;460,0;460;460;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-19;alle;95;95,0;95;95;756;756,0;756;756;NA;NA;NA
2021-03-18;0-60;60;60,0;60;60;287;287,0;287;287;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-18;60+;82;82,0;82;82;455;455,0;455;455;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-18;alle;142;142,0;142;142;742;742,0;742;742;NA;NA;NA
2021-03-17;0-60;43;43,0;43;43;261;261,0;261;261;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-17;60+;63;63,0;63;63;439;439,0;439;439;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-17;alle;106;106,0;106;106;700;700,0;700;700;NA;NA;NA
2021-03-16;0-60;42;42,0;42;42;253;253,0;253;253;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-16;60+;70;70,0;70;70;447;447,0;447;447;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-16;alle;112;112,0;112;112;700;700,0;700;700;NA;NA;NA
2021-03-15;0-60;43;43,0;43;43;250;250,0;250;250;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-15;60+;99;99,0;99;99;450;450,0;450;450;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-15;alle;142;142,0;142;142;700;700,0;700;700;NA;NA;NA
2021-03-14;0-60;39;39,0;39;39;235;235,0;235;235;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-14;60+;40;40,0;40;40;405;405,0;405;405;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-14;alle;79;79,0;79;79;640;640,0;640;640;NA;NA;NA
2021-03-13;0-60;35;35,0;35;35;216;216,0;216;216;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-13;60+;45;45,0;45;45;406;406,0;406;406;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-13;alle;80;80,0;80;80;622;622,0;622;622;NA;NA;NA
2021-03-12;0-60;25;25,0;25;25;200;200,0;200;200;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-12;60+;56;56,0;56;56;403;403,0;403;403;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-12;alle;81;81,0;81;81;603;603,0;603;603;NA;NA;NA
2021-03-11;0-60;34;34,0;34;34;199;199,0;199;199;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-11;60+;66;66,0;66;66;404;404,0;404;404;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-11;alle;100;100,0;100;100;603;603,0;603;603;NA;NA;NA
2021-03-10;0-60;35;35,0;35;35;194;194,0;194;194;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-10;60+;71;71,0;71;71;402;402,0;402;402;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-10;alle;106;106,0;106;106;596;596,0;596;596;NA;NA;NA
2021-03-09;0-60;39;39,0;39;39;190;190,0;190;190;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-09;60+;73;73,0;73;73;384;384,0;384;384;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-09;alle;112;112,0;112;112;574;574,0;574;574;NA;NA;NA
2021-03-08;0-60;28;28,0;28;28;187;187,0;187;187;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-08;60+;54;54,0;54;54;367;367,0;367;367;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-08;alle;82;82,0;82;82;554;554,0;554;554;NA;NA;NA
2021-03-07;0-60;20;20,0;20;20;203;203,0;203;203;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-07;60+;41;41,0;41;41;380;380,0;380;380;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-07;alle;61;61,0;61;61;583;583,0;583;583;NA;NA;NA
2021-03-06;0-60;19;19,0;19;19;200;200,0;200;200;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-06;60+;42;42,0;42;42;375;375,0;375;375;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-06;alle;61;61,0;61;61;575;575,0;575;575;NA;NA;NA
2021-03-05;0-60;24;24,0;24;24;196;196,0;196;196;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-05;60+;57;57,0;57;57;373;373,0;373;373;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-05;alle;81;81,0;81;81;569;569,0;569;569;NA;NA;NA
2021-03-04;0-60;29;29,0;29;29;203;203,0;203;203;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-04;60+;64;64,0;64;64;364;364,0;364;364;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-04;alle;93;93,0;93;93;567;567,0;567;567;NA;NA;NA
2021-03-03;0-60;31;31,0;31;31;203;203,0;203;203;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-03;60+;53;53,0;53;53;363;363,0;363;363;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-03;alle;84;84,0;84;84;566;566,0;566;566;NA;NA;NA
2021-03-02;0-60;36;36,0;36;36;200;200,0;200;200;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-02;60+;56;56,0;56;56;380;380,0;380;380;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-02;alle;92;92,0;92;92;580;580,0;580;580;NA;NA;NA
2021-03-01;0-60;44;44,0;44;44;193;193,0;193;193;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-01;60+;67;67,0;67;67;374;374,0;374;374;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-03-01;alle;111;111,0;111;111;567;567,0;567;567;NA;NA;NA
2021-02-28;0-60;17;17,0;17;17;174;174,0;174;174;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-28;60+;36;36,0;36;36;369;369,0;369;369;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-28;alle;53;53,0;53;53;543;543,0;543;543;NA;NA;NA
2021-02-27;0-60;15;15,0;15;15;172;172,0;172;172;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-27;60+;40;40,0;40;40;371;371,0;371;371;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-27;alle;55;55,0;55;55;543;543,0;543;543;NA;NA;NA
2021-02-26;0-60;31;31,0;31;31;170;170,0;170;170;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-26;60+;48;48,0;48;48;367;367,0;367;367;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-26;alle;79;79,0;79;79;537;537,0;537;537;NA;NA;NA
2021-02-25;0-60;29;29,0;29;29;173;173,0;173;173;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-25;60+;63;63,0;63;63;376;376,0;376;376;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-25;alle;92;92,0;92;92;549;549,0;549;549;NA;NA;NA
2021-02-24;0-60;28;28,0;28;28;173;173,0;173;173;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-24;60+;70;70,0;70;70;371;371,0;371;371;1,0000000000000000;1,000000000000000;1,0000000000000000
2021-02-24;alle;98;98,0;98;98;544;544,0;544;544;NA;NA;NA
2021-02-23;0-60;29;29,0;29;29;172;172,0;172;172;1,0000000000000000;1,000000000000000;1,0000000000000000
